In Module,For Class,Method,Instance ID,Descendants,Descendant Methods IDs
Time Core,Worker Time Block,Worker Time Block@get Time Off Entry Selections from Worker Time Weeks parm for Period(GRS)*P*S,26$71370,"Derived_WTBV@get Derived_WTBV.has Time Off Entry(GR)

Worker Time Week (Derived)@get Worker Time Weeks for Period parm(SS)*P*S[rsmb]","19$92008,207$37818"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Time Blocks for Period for Worker Time Tracking Parameter (Derived) parm(GRS)*P*S,26$71584,Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has period Worker Time Block(GR),207$41697
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Entry Status Time Tracking Set Up Option(GRS)*P*S(public),26$71777,Worker Coordinated Time Block@get Worker Coordinated Time Block.entry status Time Tracking Set Up Option(GR),207$40034
Time Core,Worker Time Block,Worker Time Block@get Payroll or Payroll Result Line consuming the Worker Time Block(GRS)*P*S,26$72040,"Worker Time Block@get Worker Time Block.consumed by Payroll Result Line(GR)

Worker Time Block@get Worker Time Block.consumed by Payroll Retro Result Line(GR)","207$19029,207$19373"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Schedule Blocks for Week for Derived Parameter(GRS)*P*S,26$72216,Time Tracking API Parameter (Derived)@get Schedule Blocks for Week(IOP)*P[rsmb],2663$41536
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Time Types for Worker Coordinated Time Block Selections(GRS)*P*S,26$72347,"Worker Coordinated Time Block@get Time Entry Code, Time Off Type, or Calc Tag for Worker Coordinated Time Block(GSS)[rsmb]","19$93268,65$9767,13039$1211"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Worker for Worker Coordinated Time Block(GRS)*P*S,26$72439,Worker Coordinated Time Block@get Worker from Worker Coordinated Time Block(GSS)(public)[rsmb],"19$49200,19$49203,65$5583"
Time Core,Worker Time Block,Worker Time Block@get Worker Time Blocks Parm have Break Blocks(GRS)*P*S,26$72776,Worker Time Block@get Worker Time Block.has break block Worker Time Block(GR),"207$21241,13039$13310"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Time Calculation Period for instance parameter(GRS)*P*S,26$73251,Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has Time Calculation Period(GR),207$42814
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Time Calculations from Parameter Instance(GRS)*P*S,26$73252,Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).contains Time Calculation (Audited)(GR),207$42334
Time Core,Derived_WTB,Derived_WTB@get Derived WTBs for Diff Comparison in Bulk Approve Processing(GRS)*P*S,26$73468,Derived_WTB@get Derived WTB for Diff Comparison in Bulk Approve Processing(IOP)*P*S[rsmb]+PA,"13038$13584,207$40034,65$3,12$19524,12$11509,2663$10934,12$10550,12$12455,12$12456,207$18920,12$9402"
Time Core,Derived_WTB,Derived_WTB@get Original WTBs from Derived WTBs for Diff Comparison in Bulk Approve Processing(GRS)*P*S,26$73469,Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR)[rsmb]+???,"207$34816,24$24036"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Untouchable Weeks for instance parameter(GRS)*P*S,26$73904,Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has adjusted or cleared Worker Time Week (Derived)(GR),207$43255
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Cleared Worker Time Week (Derived) from Time Tracking API Parameter parm(GRS)*P*S,26$74167,Time Tracking API Parameter (Derived)@get Cleared Worker Time Week (Derived)(SS)[rsmb],19$96086
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Time Tags for Worker Coordinated Time Block parm(GRS)*P*S,26$74176,Worker Coordinated Time Block@ Worker Coordinated Time Tag(GSS)[rsmb],"19$126366,19$56991,65$5151"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Time Type for Worker Coordinated Time Block parm(GRS)*P*S,26$74177,Worker Coordinated Time Block@ Time Type for Worker Coordinated Time Block(GSS)[rsmb],"19$56753,19$67499,65$5150"
Time Core,Worker Time Block Group,Worker Time Block Group@get Time Blocks for Period from Group(GRS)*P*S,26$74178,Worker Time Block Group@get Worker Time Block Group.groups existing period Worker Time Block(GR),207$41760
Time Core,Worker Time Block Group,Worker Time Block Group@get Reported Time Blocks from Group(GRS)*P*S,26$74179,Worker Time Block Group@get Worker Time Block Group.groups Reported Worker Time Block(GR),207$43532
Time Core,Worker Time Block Group,Worker Time Block Group@get Calculated Time Blocks from Group(GRS)*P*S,26$74180,Worker Time Block Group@get Worker Time Block Group.groups Calculated Worker Time Block(GR),207$26243
Time Core,Worker Time Block Group,Worker Time Block Group@get Time Off Entries from Group(GRS)*P*S,26$74181,Worker Time Block Group@get Worker Time Block Group.groups Time Off Entry(GR),207$34245
Time Core,Worker Time Block Group,Worker Time Block Group@get Worker from Worker Time Block Group parameter(GRS)*P*S,26$74607,Worker Time@get Worker Time.for Worker(GR),"207$16866,2663$37235"
Time Core,Worker Time Block Group,Worker Time Block Group@get Schedule Blocks from Group parameter(GRS)*P*S,26$74608,Worker Time Block Group@get Worker Time Block Group.groups Schedule Shift (Behavior)(GR),207$43531
Time Core,Worker Time Block Group,Worker Time Block Group@get Deleted Time Clock Events from Groups parameter(GRS)*P*S,26$74609,Worker Time Block Group@get Worker Time Block Group.has delete Time Clock Event(GR),207$34813
Time Core,Worker Time Block Group,Worker Time Block Group@get Time Clock Events from Groups parameter(GRS)*P*S,26$74610,Worker Time Block Group@get Worker Time Block Group.has Time Clock Event(GR),207$26181
Time Core,Worker Time Block Group,Worker Time Block Group@get Derived WTB from Groups parameter(GRS)*P*S,26$74611,Worker Time Block Group@get Worker Time Block Group.has Derived_WTB(GR),207$26180
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Worker Time Blocks for Shift Calculations(GRS)*P*S,26$75361,Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has Advanced Shift Calculation Worker Time Block(GR),207$43871
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Work Schedule Calendar from Time Tracking Parameter (derived) parm(GRS)*P*S,26$75363,Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has Work Schedule Calendar(GR),207$21286
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Position for Worker Coordinated Time Block parm(GRS)*P*S,26$75969,Worker Coordinated Time Block@get Position for Employment as of Time Block Date(IOP)[rsmb],2663$57392
Time Core,Time Tracking Day (derived),Time Tracking Day (derived)@get Time Entry Template for Time Tracking Day(GRS),26$76111,"Time Tracking Day (derived)@get Time Tracking Day (derived).has Time Tracking Eligibility Day(GR)

Time Tracking Eligibility Day@get Time Tracking Eligibility Day.has Time Entry Template(GR)","207$44560,207$44565"
Time Core,Time Tracking Day (derived),Time Tracking Day (derived)@get Time Entry Template for Time Tracking Day parm(GRS)*P*S,26$76112,Time Tracking Day (derived)@get Time Entry Template for Time Tracking Day(GRS)[rsmb],26$76111
Time Core,Derived_WTB,Derived_WTB@get Derived WTBs for Advanced Shift Calculations from Worker Time Blocks parm(GRS)*P*S,26$76174,Worker Time Block@get Derived Time Block from Worker Time Block for Advanced Shift Calculations(IOP)*P[rsmb]+PA,"12$8896,66$3,2663$27399,12$12455,207$18920,12$12456,18$59113,12$11578,12$9402,12$8895"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get WCTBs for Reported Week from Time Tracking API Parameter parm(GRS)*P*S,26$76589,"Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has week Reported Worker Time Block(GR)

Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has week TETO Time Off Entry(GR)

Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has week TOTO Time Off Entry(GR)","207$40513,207$40508,207$40510"
Time Core,Worker Time Block,Worker Time Block@get WTB orig from WTB orig from WTB (2 hops)(GRS),26$76590,"Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR)

Worker Time Block@get D_WTBs this WTB Originates From(SS)[rsmb]","207$34816,19$92575"
Time Core,Derived_WTB,Derived_WTB@get Worker Time Blocks reused for Derived_WTB parm(GRS)*P*S,26$76985,Derived_WTB@get Derived_WTB.re.use Worker Time Block(GR),207$34816
Time Core,Worker Time Block,Worker Time Block@get Time Calculations from Worker Time Block parm(GRS)*P*S,26$77176,Worker Time Block@get Worker Time Block.has Time Calculation (Audited)(GR),207$18203
Time Core,Worker Time Block,Worker Time Block@get Project Currency from Worker Time Block(GRS)(public),26$77263,"Project Abstract@get Project Currency using SS Wrapper(SS)(public)[rsmb]

Worker Time@get Worker Time.has time type Project(GR)[rsmb]+???","52$12720,52$12721,207$17571,19$99574,2663$37049"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Worker Coordinated Time Blocks for Period for Time Tracking API Parameter(GRS)*P*S,26$77375,"Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has week Calculated Worker Time Block(GR)

Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has week Reported Worker Time Block(GR)

Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has week TETO Time Off Entry(GR)

Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has week TOTO Time Off Entry(GR)","207$40512,207$40513,207$40508,207$40510"
Time Core,Derived_WTB,Derived_WTB@get Original WTBs from Derived WTBs(GRS)*P*S,26$77471,Worker Time Block@get Worker Time Block.originates from Worker Time Block(GR),"2663$37009,207$17594"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Newest Time Off Entry Status(GRS)*P*S,26$77543,"Time Off Entry@get Newest Time Off Entry from Original, Saved, Completed, In Progress(SS)*P*S(public)[rsmb]+PA

Worker Coordinated Time Block@get Worker Coordinated Time Block.entry status Time Tracking Set Up Option(GR)","207$40034,66$3,19$90811"
Time Core,Time Tracking Day (derived),Time Tracking Day (derived)@get Time Entry Template from Time Tracking Day(GRS)*P*S,26$78084,Time Tracking Day (derived)@get Time Tracking Day (derived).has Time Entry Template(GR),207$44854
Time Core,Derived_WTB,Derived_WTB@get Current Week Derived Blocks From Prior Week Worker Time Blocks(GRS)*P*S,26$78915,Derived_WTB@get Derived WTB from Prior Week Time Block(IOP)*P*S[rsmb]+???+PA,"66$3,207$17924,207$17925,12$14,207$18705,207$17938,12$10778,2663$34589,12$12320,12$12321,13039$4906,13038$7474,19$125491,24$10805,24$25911,13038$3392,13038$3393,26$38466,207$17987,12$19524,207$17988,207$17989,207$17990,207$17991,207$17992,207$17993,207$17994,207$17995,207$17996,35$78,12$4688,52$13137,52$29266,26$18781,2663$7529,207$24171,207$24172,207$20588,207$24173,207$24174,207$24175,207$24176,207$24177,207$24178,207$24179,2663$37235,207$24180,2663$37237,13038$6517,12$38779,24$4479,66$4738,92$898,207$26758,207$18322,207$18323,2663$37012,2663$37013,207$18325,2663$37014,2663$37015,2663$37016,2663$37017,2663$37018,2663$37019,2663$37020,2663$37021,52$9630,2663$37022,2663$37023,52$9631,2663$37024,2663$37025,2663$37026,2663$37027,207$17571,2663$37028,207$17572,207$17573,2663$37029,18$88997,2663$37030,2663$37031,2663$37032,2663$37033,2663$37034,2663$37035,2663$37036,2663$37037,2663$37038,2663$37039,2663$37040,2663$37041,2663$37042,19$45747,2663$37043,2663$37044,2663$37045,2663$10934,13038$7606,2663$37048,2663$37049,12$8895,12$8896,19$40896,40$16332,92$467,13039$213,92$222,24$14302,207$16866,18$59112,12$13032,18$59113,18$59114,18$59115,207$17904,207$17905,207$17906,207$17907,207$17908,207$17909,207$17916"
Time Core,Time Punch Type,Time Punch Type@get Punch Types from Derived_WTBs parm(GRS)*P*S,26$79290,Worker Time@get Worker Time.out type Time Punch Type(GR),"207$18705,2663$34589"
Time Core,Billable Time Block Offset,Billable Time Block Offset@get Project Role assigned on Worker Time Block(GRS),26$80045,"Billable Time Block Offset@get Billable Time Block Offset.offsets Worker Time Block(GR)

Worker Time@get Worker Time.has Project Role(GR)","207$43830,207$39950"
Time Core,Time Off Entry,Time Off Entry@filter Valid In/Out Entries from parameter set(GRS)*P*S,26$80745,"Time Off Entry@filter Original Time Off Entries with Start Time on Latest Entry(SS)*P*S[rsmb]

Time Off Entry@get Latest In/Out Time Off Entry out of Time Off Entry parm and Corrected Time Off Entries of the parm(SS)*P*S(public)[rsmb]+PA","65$3,19$103780,19$67909"
Time Core,Time Tracking API Parameter (Derived),Time Tracking API Parameter (Derived)@get Reported Week Time Off Entries(GRS)*P*S,26$80962,Time Tracking API Parameter (Derived)@get Time Tracking API Parameter (Derived).has reported week Time Off Entry(GR),207$47309
Time Core,Worker,Worker@get Top N Time Workers(GRS)*P*S,26$81059,Query Group Value@get Query Group Value.has group X dimension Instance(GR),"2663$35121,19$104135,26$64855,207$18155,19$126830"
Time Core,Worker Coordinated Time Block,Worker Coordinated Time Block@get Time Types for Worker Coordinated Time Block parm(GRS)*P*S,26$81436,Worker Coordinated Time Block@ Time Type for Worker Coordinated Time Block(GSS)[rsmb],"19$56753,19$67499,65$5150"
Time Core,Time Off Entry,Time Off Entry@get All Time Off Entries With Latest Adjustments(GRS)*P*S,26$81583,"Time Off Entry@filter Original Time Off Entries Not Corrected to Zero by Approved Corrections(SS)*P*S(public)[rsmb]+PA

Time Off Entry@get Latest Adjustment for Time Off Entry parm(SS)*P*S(public)[rsmb]+PA","40$16065,65$3,66$3,40$24452,40$24453,40$24454,19$115527,19$32106,40$12078,19$91153,40$12084,19$90811,40$23806"
Time Core,Override Rate Calculation Group,Override Rate Calculation Group@get Currency from Override Rate Calculation Criteria(GRS),26$83821,"Override Rate Calculation Group@get Override Rate Calculation Group.for Override Rate Calculation Criteria(GR)

Time Tracking Taggable@get Time Tracking Taggable.reported Currency(GR)","207$49216,207$23405"
Time Core,Time Tracking Taggable,Time Tracking Taggable@get Time Tag by Accounting Type for Time Tracking Taggable parm and Accounting Worktag Type(GRS)*P*S,26$83822,Time Tracking Taggable@get Time Tags for Time Tracking Taggable and Accounting Worktag Type(IOP)*P[rsmb],2663$38597
Time Core,Time Tracking Taggable,Time Tracking Taggable@get Time Tags for Time Tracking Taggable for Worktag Types(GRS)*P*S,26$83823,Time Tracking Taggable@get Time Tag by Accounting Type for Time Tracking Taggable parm and Accounting Worktag Type(GRS)*P*S[rsmb]+PA,"65$3,26$83822"
Time Core,Worker Time Block,Worker Time Block@get Time Calculation Tags for Worker Time Block With Time Tags to Add and Remove(GRS)*P*S,26$83979,Worker Time Block@get Time Tags for Worker Time Block with Tags added and Removed(SS)*P[rsmb],19$107551
Time Core,Time Off Entry (Derived),Time Off Entry (Derived)@get Time Off Entry Derived Instance From Time Off Entry Parm(GRS)*P*S,26$84743,"Time Off Entry (Derived)@get Build Time Off Entry Derived Instance For Time Off Entry(IOP)*P*S[rsmb]+PA

Time Off Entry@get Time Off Entries to be Validated(SS)*P*S[rsmb]+PA","52$22464,52$22465,26$71777,65$3,26$85156,19$118571,19$118572,19$25165,19$99570,52$22551,52$22552,2663$39674,19$102843"
Time Core,Calendar Container Entry (Derived Interface),Calendar Container Entry (Derived Interface)@get Worker for Calendar Container Entry from Parm(GRS)*P*S,26$84910,Calendar Container Entry (Derived Interface)@get Calendar Container Entry (Derived Interface).for Registrant(GR),207$19390
